Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4FeczSomVWVyU4FW7xDeAI,Tere Bina,Guru (Original Motion Picture Soundtrack),A.R. Rahman;Chinmayi;Murtuza Khan;Qadir Khan,2006-09-11,309640,80,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tollywood,telugu pop,marathi pop",Sony Music Entertainment India Pvt. Ltd.,0.744,0.7,2.0,-7.663,1.0,0.0375,0.278,0.000155,0.068,0.867,144.033,4.0
spotify:track:3fWMFwaJil8fD14JCgwbcL,Aaoge Jab Tum,Jab We Met,Rashid Khan;Sandesh Shandilya;Faaiz Anwar,2007-09-21,355065,64,False,,2025-10-03T05:57:06Z,"sufi,ghazal,qawwali,bollywood,desi",T-Series,0.645,0.459,6.0,-9.484,1.0,0.0296,0.185,0.0,0.132,0.379,119.987,4.0
spotify:track:4REtpfjRcdcC1uYfQrqfw7,Ami Je Tomar 3.0,Bhool Bhulaiyaa 3,Pritam;Amaal Mallik;Shreya Ghoshal;Sameer Anjaan,2024-10-23,315011,56,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,marathi pop",T-Series,0.603,0.825,8.0,-6.933,1.0,0.0846,0.577,9.59e-06,0.164,0.482,114.988,4.0
spotify:track:5LbL7KrIbaxHDXMhRsGYiz,Mohe Rang Do Laal,Bajirao Mastani (Original Motion Picture Soundtrack),Pandit Birju Maharaj;Shreya Ghoshal;Siddharth - Garima,2015-11-25,231837,52,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,bhajan",Eros Now Music,0.614,0.84,0.0,-3.291,1.0,0.0496,0.748,0.0,0.0531,0.497,131.767,3.0
spotify:track:53JA46jA1QroK2kQlyFlkM,Inn Lamhon Ke Daaman Mein,Jodhaa Akbar (Original Motion Picture Soundtrack),A.R. Rahman;Sonu Nigam;Madhushree,2007-12-31,397826,49,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,kannada pop,sandalwood,marathi pop",UTV,0.41,0.394,1.0,-7.986,1.0,0.0336,0.453,2.3e-06,0.104,0.196,149.341,4.0
spotify:track:2F3MfkMgCaUypuEKyvbUzq,Chupke Se,Saathiya,A.R. Rahman;Sadhana Sargam;Murtuza;Qadir;Gulzar,2002-10-18,364408,56,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,ghazal",YRF Music,0.739,0.35,5.0,-14.784,0.0,0.04,0.378,0.0,0.0683,0.456,103.988,4.0
spotify:track:189DQylImZ1hGZaIpAQUzx,Moh Moh Ke Dhaage (Male),Dum Laga Ke Haisha,Anu Malik;Papon;Varun Grover,2015-02-09,322899,59,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,sufi,ghazal",YRF Music,0.634,0.344,2.0,-11.011,1.0,0.0288,0.741,6.09e-05,0.111,0.409,128.0,4.0
spotify:track:7cWnks0lsRtpAi87COOiXK,O Re Piya,Aaja Nachle,Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,2007-10-18,379768,72,False,,2025-10-03T05:57:06Z,"bollywood,sufi,desi,hindi pop,qawwali,ghazal",YRF Music,0.586,0.532,11.0,-8.837,0.0,0.0328,0.779,0.000565,0.124,0.494,99.994,4.0
spotify:track:7cXwJ84u9sSEuynXLfyMD7,"Mere Dholna 3.0 (Sonu Nigam Version) [From ""Bhool Bhulaiyaa 3""]","Mere Dholna 3.0 (Sonu Nigam Version) [From ""Bhool Bhulaiyaa 3""]",Pritam;Amaal Mallik;Sonu Nigam;Sameer Anjaan,2024-11-04,266131,56,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,sandalwood,marathi pop",T-Series,0.42,0.916,8.0,-5.591,1.0,0.223,0.568,0.0,0.139,0.407,114.913,4.0
spotify:track:4Qu8LlchmRCaPBKBArcNsA,Tere Naina,My Name Is Khan (Original Motion Picture Soundtrack [Deluxe Edition]),Shankar-Ehsaan-Loy;Shafqat Amanat Ali,2010,278546,69,False,,2025-10-03T05:57:06Z,"bollywood,sufi,desi,hindi pop,qawwali",Sony Music Entertainment India Pvt. Ltd.,0.522,0.74,0.0,-7.018,1.0,0.0465,0.558,0.0,0.144,0.732,92.618,4.0
spotify:track:1NfNC8BKQSbWyhwZgLvrfY,Ek Dil Ek Jaan,Padmaavat,Shivam Pathak;A.M. Turaz;Sanjay Leela Bhansali,2018-01-21,219869,55,False,,2025-10-03T05:57:06Z,"bollywood,sufi,hindi pop,desi,ghazal,gujarati garba,gujarati pop",T-Series,0.528,0.664,2.0,-7.262,1.0,0.0377,0.226,0.0,0.121,0.109,97.893,4.0
spotify:track:0m4VreaNduvs42gclXykew,Tabaah Ho Gaye (Kalank),Kalank (Original Motion Picture Soundtrack),Pritam;Shreya Ghoshal,2019-04-14,341731,58,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,marathi pop",Zee Music Company,0.524,0.784,4.0,-6.783,0.0,0.0958,0.607,0.00703,0.0883,0.365,103.992,4.0
spotify:track:3G5bDcWXNRcNZjU8gNiLgS,Ang Laga De,Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),Sanjay Leela Bhansali;Aditi Paul;Shail Hada;Siddharth - Garima,2013-10-15,327162,53,False,,2025-10-03T05:57:06Z,"gujarati garba,bollywood,desi,hindi pop,sufi,gujarati pop,bhajan",Sony Music Entertainment India Pvt. Ltd.,0.549,0.534,5.0,-7.75,0.0,0.0358,0.224,0.00474,0.0941,0.209,147.807,4.0
spotify:track:6sWB94omqQGg9yLsnUnnDL,O Saathi Re,Omkara (Original Motion Picture Soundtrack),Vishal Bhardwaj;Shreya Ghoshal;Gulzar,2006-07-08,328480,46,False,,2025-10-03T05:57:06Z,"bollywood,desi,hindi pop,kannada pop,marathi pop,ghazal",Sony Music Entertainment India Pvt. Ltd.,0.648,0.326,7.0,-13.231,1.0,0.027,0.811,0.00117,0.137,0.198,130.047,4.0
spotify:track:0lCdndc8chDOcAQqfLvCyE,Mehndi Hai Rachnewali,Zubeidaa (Original Motion Picture Soundtrack),A.R. Rahman;Alka Yagnik,2000-09-08,266253,49,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.793,0.468,7.0,-7.677,0.0,0.0582,0.0984,0.0,0.1,0.871,82.017,4.0
spotify:track:1s2BVgfna5AW7LCw9rf02r,Taal Se Taal,Taal (Original Motion Picture Soundtrack),Alka Yagnik;Udit Narayan,1999-08-13,378026,55,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.682,0.532,7.0,-14.121,1.0,0.0966,0.0155,0.00041,0.128,0.614,95.007,4.0
spotify:track:2saVO8vB4BX8kCHaZCuIIF,Kabhi Neem Neem,Yuva (Original Motion Picture Soundtrack),Madhushree;A.R. Rahman,2004-03-18,298933,46,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.619,0.377,0.0,-9.296,1.0,0.0649,0.0722,0.0,0.071,0.316,176.052,4.0
spotify:track:0wnLMEOQlyW3Es1ag0HMVV,Radha Kaise Na Jale,Lagaan (Original Motion Picture Soundtrack),Asha Bhosle;Udit Narayan;Vaishali Samant;A.R. Rahman,2001-04-03,334706,63,False,,2025-10-03T05:57:06Z,"ghazal,marathi pop,bangla pop,bollywood,hindi pop,desi,gujarati garba,tamil pop,kollywood,sufi",Sony Music Entertainment India Pvt. Ltd.,0.729,0.505,7.0,-9.236,1.0,0.323,0.229,0.0,0.0975,0.723,148.435,3.0
spotify:track:6nwRC0UkS1MdOOMjcJsrbX,"Tu Hi Re - From ""Bombay""",Bombay (Original Motion Picture Soundtrack),Hariharan;Kavita Krishnamurthy,1994-01-01,435493,51,False,,2025-10-03T05:57:06Z,"bhajan,tamil pop,ghazal,devotional,kollywood,telugu pop,bollywood,gujarati garba,hindi pop",Universal Music India Pvt Ltd.,0.445,0.188,3.0,-13.885,1.0,0.0336,0.158,0.0,0.0958,0.357,99.718,4.0
spotify:track:3KMub0Ud64WTbc2ELy6ZQW,Albela Sajan,Hum Dil De Chuke Sanam,Ustad Sultan Khan;Shankar Mahadevan;Kavita Krishnamurthy,1999-04-30,198840,41,False,,2025-10-03T05:57:06Z,"ghazal,desi pop,bollywood,marathi pop,devotional,bhajan,desi,tamil dance,hindi pop,gujarati garba",T-Series,0.64,0.744,2.0,-7.9,1.0,0.0442,0.0874,0.000292,0.0586,0.768,92.983,4.0
spotify:track:2hykXvjXceH1wGiJErDJjj,Hamari Atariya,Dedh Ishqiya,Rekha Bhardwaj,2014-01-10,248663,46,False,,2025-10-03T05:57:06Z,"bollywood,ghazal,sufi,hindi pop,desi",Shemaroo Entertainment Ltd.,0.501,0.732,6.0,-5.851,0.0,0.0671,0.612,1.07e-06,0.107,0.816,88.584,4.0
spotify:track:0FSzNhQsAe3uVMy5ukATMO,Bairiyaa,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Sachin-Jigar;Atif Aslam;Shreya Ghoshal,2013-07-19,248840,61,False,,2025-10-03T05:57:06Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,sufi,qawwali,kannada pop,marathi pop",Tips Music Limited,0.648,0.427,1.0,-8.205,1.0,0.0234,0.591,1.57e-06,0.119,0.268,99.955,1.0
spotify:track:7zrqO3WRNwCfZ80k4Y9VG5,"Ghoomar (From ""Padmaavat"")","Ghoomar (From ""Padmaavat"")",Shreya Ghoshal;Swaroop Khan;A.M. Turaz;Sanjay Leela Bhansali,2017-10-25,282007,56,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,gujarati garba,sufi,ghazal,gujarati pop",T-Series,0.546,0.805,2.0,-7.417,1.0,0.126,0.397,0.0,0.337,0.742,168.022,4.0
spotify:track:5j5vCuBjS1sFWywWUnkJqV,"Kehna Hi Kya - From ""Bombay""",Bombay (Original Motion Picture Soundtrack),K. S. Chithra,1994-01-01,353893,56,False,,2025-10-03T05:57:06Z,"malayalam pop,telugu pop,kannada pop,mollywood,tamil pop,devotional,tollywood",Universal Music India Pvt Ltd.,0.693,0.268,9.0,-15.606,0.0,0.0774,0.682,0.0,0.0658,0.587,127.056,4.0
spotify:track:30yySOIXHZYx94sLAySy2j,Dil Se Re,Dil Se (Original Motion Picture Soundtrack),A.R. Rahman;Anuradha;Chandralekha Annupamaa,1998-07-08,405706,58,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.844,0.442,9.0,-16.54,1.0,0.0691,0.00882,0.000498,0.0879,0.436,105.986,4.0
spotify:track:0ZGicTeWpoIMpJax3NAuhn,Hai Rama,Rangeela (Original Motion Picture Soundtrack),Hariharan;Swarnalatha,1995-05-14,407000,56,False,,2025-10-03T05:57:06Z,"bhajan,tamil pop,ghazal,devotional,kollywood,telugu pop,tamil dance",Tips Industries Ltd,0.48,0.395,6.0,-11.017,1.0,0.093,0.317,0.0,0.0943,0.464,84.692,5.0
spotify:track:3Bq7CnWgfvplEzGSVXUvOe,Ay Hairathe,Guru (Original Motion Picture Soundtrack),A.R. Rahman;Hariharan;Alka Yagnik;Mohammed Aslam,2006-09-11,369120,61,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,bhajan,ghazal,devotional,telugu pop",Sony Music Entertainment India Pvt. Ltd.,0.746,0.449,2.0,-10.063,1.0,0.031,0.249,0.00298,0.128,0.666,122.004,4.0
spotify:track:3igjvls6LMb3TncpfSxVda,Jab Saiyaan,Jab Saiyaan - Gangubai Kathiawadi,Shreya Ghoshal;Sanjay Leela Bhansali,2022-02-15,247784,44,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,gujarati garba,sufi,gujarati pop",Saregama,0.622,0.591,5.0,-6.983,1.0,0.0612,0.682,0.0,0.213,0.582,77.963,4.0
spotify:track:2R4zzmPXIFuBH0BqdWDkfC,Mere Dholna,Bhool Bhulaiyaa,Pritam;Shreya Ghoshal;M. G. Sreekumar,2007-09-05,404432,56,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,malayalam pop,mollywood,devotional",T-Series,0.68,0.973,8.0,-2.881,1.0,0.122,0.414,0.0,0.216,0.727,115.061,4.0
spotify:track:0zC0r8BmlZxHRSozlhf3wO,"Mitwa (From ""Kabhi Alvida Naa Kehna"")",Best of SEL,Shankar-Ehsaan-Loy;Shankar Mahadevan;Caralisa Monteiro;Shafqat Amanat Ali,2010-08-27,382973,32,False,,2025-10-03T05:57:06Z,"bollywood,sufi,desi,hindi pop,marathi pop,devotional,bhajan,tamil dance,qawwali",Sony Music Entertainment India Pvt. Ltd.,0.63,0.63,4.0,-7.525,1.0,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,4.0
spotify:track:4GrzhbZQQc9SrU4Vo6J3WY,Yoon Shabnami,Saawariya (Original Motion Picture Soundtrack),Monty Sharma;Parthiv Gohil,2007-09-14,315360,54,False,,2025-10-03T05:57:06Z,"bollywood,sufi,gujarati garba,gujarati pop",Sony Music Entertainment India Pvt. Ltd.,0.592,0.624,5.0,-9.392,1.0,0.0567,0.343,5.54e-06,0.219,0.707,95.042,4.0
spotify:track:29YePgOxuPLfU7uZKxKf6w,Sawaar Loon,Lootera,Monali Thakur;Amit Trivedi,2013-05-29,254699,69,False,,2025-10-03T05:57:06Z,"bollywood,desi,bangla pop,hindi pop,gujarati garba",T-Series,0.82,0.645,5.0,-6.873,1.0,0.0433,0.497,6.89e-05,0.118,0.789,111.935,4.0
spotify:track:7wqNKCHh87HfIOGNgfyRCk,Ghodey Pe Sawaar,Qala (Music From The Netflix Film),Amit Trivedi;Amitabh Bhattacharya;Sireesha Bhagavatula,2022-11-23,193832,43,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,gujarati garba,desi,ghazal",Sony Music Entertainment India Pvt. Ltd. / Netflix Music Inc.,0.777,0.481,3.0,-6.127,1.0,0.0274,0.794,4.23e-05,0.265,0.814,102.003,4.0
spotify:track:1kcV2LJxt5v0s2cEGtEJ5i,Phir Se Ud Chala,Rockstar,Mohit Chauhan,2011-10-01,268833,64,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,sufi,desi",T-Series,0.647,0.656,11.0,-8.632,1.0,0.0354,0.657,0.000163,0.343,0.453,119.965,4.0
spotify:track:4bD9z9qa4qg9BhryvYWB7c,Kabira,Yeh Jawaani Hai Deewani,Pritam;Tochi Raina;Rekha Bhardwaj,2013-03-30,223459,75,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,sufi,ghazal",T-Series,0.59,0.555,2.0,-6.861,1.0,0.0271,0.481,0.0,0.192,0.191,84.027,4.0
spotify:track:5JCDVLwteSXuwVqjCa7SwH,O Rangrez,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy;Shreya Ghoshal;Javed Bashir;Yusuf Mohammed;Vajid Ali,2013-06-14,385000,73,False,,2025-10-03T05:57:06Z,"bollywood,sufi,desi,hindi pop,kannada pop,marathi pop,qawwali",Sony Music Entertainment India Pvt. Ltd.,0.726,0.53,5.0,-8.485,1.0,0.0531,0.498,0.0,0.14,0.594,126.06,4.0
spotify:track:6q4GmJDbiZ7viOqLHP76cs,Rang Jo Lagyo,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Sachin-Jigar;Atif Aslam;Shreya Ghoshal,2013-07-19,296160,64,False,,2025-10-03T05:57:06Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,sufi,qawwali,kannada pop,marathi pop",Tips Music Limited,0.479,0.663,2.0,-6.314,1.0,0.0489,0.0987,0.0,0.216,0.379,158.107,4.0
spotify:track:6AKWp18rxG3DZTxp6A2E2T,Aao Naa,Kyun! Ho Gaya Na (Original Motion Picture Soundtrack),Sadhana Sargam;Udit Narayan,2004-08-18,388000,56,False,,2025-10-03T05:57:06Z,"tamil pop,bollywood,hindi pop,desi",Tips Industries Ltd,0.607,0.455,4.0,-8.838,1.0,0.0288,0.45,2.21e-05,0.0788,0.419,94.037,4.0
spotify:track:7fpWJr5shT90KiCHXKHxch,Phir Le Aya Dil - Reprise,Barfi! (Original Motion Picture Soundtrack),Pritam;Arijit Singh,2012-06-24,305613,62,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi,bangla pop",UTV,0.237,0.543,7.0,-8.921,1.0,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,4.0
spotify:track:1lYH10ZZQyeeGbYugIvVkH,Naina,Omkara (Original Motion Picture Soundtrack),Vishal Bhardwaj;Rahat Fateh Ali Khan;Gulzar,2006-07-08,409626,49,False,,2025-10-03T05:57:06Z,"bollywood,desi,sufi,qawwali,hindi pop,ghazal",Sony Music Entertainment India Pvt. Ltd.,0.628,0.564,11.0,-8.503,0.0,0.038,0.16,2.66e-05,0.0963,0.465,134.377,4.0
spotify:track:2UsYQNgpG5tjcDoq8Yg0Nl,Bhare Naina,Ra-One,Vishal-Shekhar;Nandini Srikar;Panchhi Jalonvi,2011-09-16,360791,55,False,,2025-10-03T05:57:06Z,"bollywood,desi,hindi pop",T-Series,0.399,0.488,1.0,-6.984,0.0,0.0465,0.148,0.000641,0.152,0.543,147.21,4.0
spotify:track:7u5B4ptccyg8T7NPfByhE7,Tere Naina,Chandni Chowk To China,Shankar Mahadevan;Shreya Ghoshal,2008-12-04,255721,66,False,,2025-10-03T05:57:06Z,"marathi pop,bollywood,devotional,bhajan,desi,tamil dance,hindi pop,kannada pop",T-Series,0.758,0.377,6.0,-10.224,0.0,0.0511,0.544,7.65e-05,0.0904,0.624,139.932,4.0
spotify:track:3htIIQyyHbKIHTRpaEozha,Kismat Se Tum Hum KO Mile,Pukar (Original Motion Picture Soundtrack),Sonu Nigam;Anuradha Paudwal,1999-11-29,378879,35,False,,2025-10-03T05:57:06Z,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,bhajan,devotional,ghazal",Ishtar Music Pvt. Ltd.,0.38,0.34,11.0,-13.302,0.0,0.0387,0.277,0.0,0.0761,0.322,94.444,4.0
spotify:track:5cvzdav1HNq4PIY4rScnhY,Naina Milaike,Saathiya,A.R. Rahman;Sadhana Sargam;Madhushree;Gulzar,2002-10-18,315115,34,False,,2025-10-03T05:57:06Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,ghazal",YRF Music,0.468,0.438,9.0,-11.313,1.0,0.0445,0.547,0.0,0.0842,0.809,139.922,4.0
spotify:track:62kgwMyl2b6A9rJq38PbJ3,Mora Piya,Raajneeti (Original Motion Picture Soundtrack),Aadesh Shrivastava;Shashi;Rosalie Nicholson,2010-05-12,344773,49,False,,2025-10-03T05:57:06Z,"bollywood,sufi",Sony Music Entertainment India Pvt. Ltd.,0.558,0.572,3.0,-7.723,0.0,0.0429,0.257,0.000564,0.0689,0.337,94.105,4.0
spotify:track:1usJKPPaZ3J5XZFai2x98X,Ae Ajnabi,Dil Se (Original Motion Picture Soundtrack),Udit Narayan;Mahalakshmi Iyer,1998-07-08,349493,57,False,,2025-10-03T05:57:06Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.726,0.323,11.0,-12.599,0.0,0.0372,0.588,0.0,0.0951,0.481,121.958,4.0
spotify:track:1lrVcur8lGCYOPOO9rStLE,Piyu Bole,Parineeta (Original Motion Picture Soundtrack),Sonu Nigam;Shreya Ghoshal,2018-07-11,265038,60,False,,2025-10-03T05:57:06Z,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop",Zee Music Company,0.667,0.25,1.0,-15.148,1.0,0.0272,0.76,0.0,0.146,0.599,97.529,3.0
spotify:track:4f5kLqyOJ5ZPnalEVMQrB2,"Tere Bin (From ""Simmba"")","Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan;Asees Kaur;Tanishk Bagchi,2018-12-14,230948,65,False,nitikamidha,2019-03-05T05:19:00Z,"sufi,qawwali,bollywood,hindi pop,desi,ghazal,gujarati garba,desi pop",T-Series,0.649,0.716,7.0,-3.936,1.0,0.0384,0.268,4.51e-06,0.603,0.639,86.949,4.0
spotify:track:1hQia6rxgfM1ly2hE3StWp,Ishq Wala Love,Student of the Year (Original Motion Picture Soundtrack),Vishal-Shekhar;Shekhar Ravjiani;Salim Merchant;Neeti Mohan,2012-08-31,257972,73,False,nitikamidha,2019-03-05T05:20:29Z,"bollywood,desi,hindi pop,sufi",Sony Music Entertainment India Pvt. Ltd.,0.711,0.295,0.0,-12.377,0.0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,4.0
spotify:track:3uL1IBFhg52VcQqOwAG01E,Mast Magan,2 States,Arijit Singh;Chinmayi,2014-03-14,280161,72,False,nitikamidha,2019-03-05T05:19:24Z,"hindi pop,bollywood,desi,bangla pop,tamil pop,tollywood,telugu pop,marathi pop,kollywood",T-Series,0.659,0.774,7.0,-7.014,1.0,0.0372,0.606,0.000333,0.185,0.883,82.995,4.0
spotify:track:5IusvPjigpXQOcJkUUoMN0,"Sajdaa (From ""My Name Is Khan"")",Best of SEL,Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma,2010-08-27,365706,45,False,nitikamidha,2019-03-05T05:20:05Z,"bollywood,sufi,desi,hindi pop,qawwali,ghazal,marathi pop,devotional,bhajan,tamil dance",Sony Music Entertainment India Pvt. Ltd.,0.468,0.737,8.0,-7.274,1.0,0.0765,0.726,0.00272,0.0655,0.572,79.448,4.0
spotify:track:7uubRr0u9Zxc1Y84hEn7Xf,Moh Moh Ke Dhaage (Female),Dum Laga Ke Haisha,Anu Malik;Monali Thakur;Varun Grover,2015-02-09,322899,61,False,nitikamidha,2022-07-14T11:45:54Z,"bollywood,hindi pop,desi,bangla pop,ghazal",YRF Music,0.585,0.399,2.0,-8.133,1.0,0.0286,0.849,3.47e-06,0.123,0.349,128.03,4.0
spotify:track:517bz7zkWELmyL4eZzJ5R9,"Galliyan (From ""Ek Villain"")",Best Of Shraddha Kapoor,Ankit Tiwari,2017-03-03,340399,59,False,nitikamidha,2019-03-05T05:20:10Z,"bollywood,hindi pop,desi",T-Series,0.552,0.75,10.0,-5.215,0.0,0.039,0.445,7.37e-05,0.291,0.4,89.999,4.0
spotify:track:3xF15SqY32Mno3UUMBirhU,Zehnaseeb,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal-Shekhar;Chinmayi;Shekhar Ravjiani,2014-01-05,217440,72,False,nitikamidha,2019-03-05T05:19:04Z,"bollywood,desi,hindi pop,tamil pop,tollywood,telugu pop,marathi pop,kollywood",Sony Music Entertainment India Pvt. Ltd.,0.623,0.595,7.0,-6.342,1.0,0.0331,0.361,0.000136,0.353,0.418,78.029,4.0
spotify:track:4bD9z9qa4qg9BhryvYWB7c,Kabira,Yeh Jawaani Hai Deewani,Pritam;Tochi Raina;Rekha Bhardwaj,2013-03-30,223459,75,False,nitikamidha,2019-03-05T05:20:11Z,"bollywood,hindi pop,desi,sufi,ghazal",T-Series,0.59,0.555,2.0,-6.861,1.0,0.0271,0.481,0.0,0.192,0.191,84.027,4.0
spotify:track:7pBcon5GqvUfn58HRfF8wv,,,,0000,0,0,False,nitikamidha,2019-03-05T05:20:16Z,,,0.386,0.558,8.0,-4.525,1.0,0.045,0.709,0.0,0.121,0.514,187.27,4.0
spotify:track:3bZPdEskcnMdepwCaDSJRl,Bin Tere,I Hate Luv Storys (Original Motion Picture Soundtrack),Vishal-Shekhar;Shafqat Amanat Ali;Sunidhi Chauhan,2010-05-25,330360,71,False,nitikamidha,2019-03-05T05:20:22Z,"bollywood,desi,hindi pop,sufi,qawwali",Sony Music Entertainment India Pvt. Ltd.,0.585,0.698,9.0,-6.261,1.0,0.0392,0.42,3.59e-06,0.363,0.621,139.831,4.0
spotify:track:0GQngE2rOYvlKwEQjTAsP8,Subhanallah,Yeh Jawaani Hai Deewani,Pritam;Sreeram;Shilpa Rao,2013-03-30,249707,75,False,nitikamidha,2019-03-05T05:20:42Z,"bollywood,hindi pop,desi",T-Series,0.302,0.493,9.0,-5.038,1.0,0.0451,0.455,0.0,0.134,0.457,88.904,4.0
spotify:track:0zuqABAUKs8WLVq8vCmfst,,,,0000,0,0,False,nitikamidha,2019-03-05T05:25:49Z,,,0.456,0.668,9.0,-7.795,0.0,0.0373,0.604,0.000145,0.141,0.263,144.062,4.0
spotify:track:4QW4HJdGdo1kgT1JYCvIhJ,Lahu Munh Lag Gaya,Ravishing Deepika,Shail Hada,2015-11-03,300000,0,False,nitikamidha,2020-11-21T11:28:14Z,"gujarati garba,bollywood,gujarati pop",Eros Now Music,0.581,0.794,5.0,-3.996,0.0,0.0413,0.0742,6.47e-05,0.254,0.504,146.958,3.0
spotify:track:3ELkIxDoWKGllVJty2aGXU,Tumhe Apna Banane Ka,Bollywood Romantic Songs With Armaan Malik,Armaan Malik;Neeti Mohan,2017-07-20,310077,48,False,nitikamidha,2019-03-05T05:26:09Z,"bollywood,hindi pop,kannada pop,tollywood,telugu pop,desi",T-Series,0.503,0.604,9.0,-7.127,0.0,0.0342,0.876,0.0838,0.0433,0.308,87.048,4.0
spotify:track:7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,Jab We Met,Pritam;Mohit Chauhan;Irshad Kamil,2007-09-21,321225,77,False,nitikamidha,2019-03-05T05:26:17Z,"bollywood,hindi pop,desi,sufi",T-Series,0.609,0.538,6.0,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,4.0
spotify:track:0joXv5niso2T8YXWOlIe1X,Titli,Chennai Express,Vishal-Shekhar;Chinmayi;Gopi Sundar,2013-07-03,350617,65,False,nitikamidha,2019-03-05T05:26:26Z,"bollywood,desi,hindi pop,tamil pop,tollywood,telugu pop,marathi pop,kollywood,mollywood,malayalam pop",T-Series,0.679,0.421,7.0,-9.13,0.0,0.0344,0.685,6.81e-06,0.244,0.65,81.012,4.0
spotify:track:3SHopOL3KEJ8PFl3vJdfmF,Naina,Khoobsurat,Sona Mohapatra;Armaan Malik,2014-08-12,225568,59,False,nitikamidha,2019-03-05T05:26:35Z,"bollywood,desi,hindi pop,kannada pop,tollywood,telugu pop",T-Series,0.495,0.556,3.0,-7.49,1.0,0.041,0.638,0.0,0.123,0.366,159.996,4.0
spotify:track:14eotumM24MhIgzidgN3Jx,Khaabon Ke Parinday,Zindagi Na Milegi Dobara,Alyssa Mendonsa;Mohit Chauhan,2011-06-06,251704,56,False,nitikamidha,2019-03-05T05:26:39Z,"bollywood,desi,hindi pop,sufi",T-Series,0.517,0.565,9.0,-10.184,1.0,0.0441,0.721,0.00689,0.0997,0.69,169.952,4.0
spotify:track:7FsbfCdgaITFyfA51iur79,"Chaandaniya (From ""2 States"")",Pen Down With Amitabh Bhattacharya,Mohan Kannan;Yashita Sharma,2019-01-24,247862,55,False,nitikamidha,2019-03-05T05:26:41Z,"bollywood,hindi pop,gujarati pop,desi",T-Series,0.567,0.546,4.0,-8.316,1.0,0.0405,0.301,1.69e-06,0.129,0.401,113.806,4.0
